area,month,day,year,vessel,trip,cell,site,species,length_mm,length_cm,tag,retained,region,name
CM,August,29,2018,Fishy Business,CMT05_18,CM75,MPA,CNY,220,22,,No,North,South Cape Mendocino
CM,August,29,2018,Fishy Business,CMT05_18,CM75,MPA,YLE,0,,,No,North,South Cape Mendocino
CM,August,29,2018,Fishy Business,CMT05_18,CM75,MPA,DEA,390,39,H6169,No,North,South Cape Mendocino
CM,August,29,2018,Fishy Business,CMT05_18,CM75,MPA,DEA,270,27,H6170,No,North,South Cape Mendocino
CM,August,29,2018,Fishy Business,CMT05_18,CM75,MPA,DEA,270,27,H6172,No,North,South Cape Mendocino
CM,August,29,2018,Fishy Business,CMT05_18,CM75,MPA,QBK,410,41,H6173,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,360,36,H6638,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLU,260,26,H6639,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,DEA,280,28,H6640,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,YTL,260,26,H6641,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,CNY,360,36,H6642,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,430,43,H6643,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,0,,,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,460,46,H6644,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLU,300,30,H6645,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,390,39,H6646,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,360,36,H6647,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,400,40,H6648,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,460,46,H6649,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,DEA,280,28,H6650,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,DEA,300,30,H6651,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,DEA,260,26,H6652,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,470,47,H6653,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,DEA,310,31,H6654,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLU,300,30,H6655,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,420,42,H6656,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,440,44,H6657,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,410,41,H6658,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,420,42,H6659,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM57,MPA,BLA,440,44,H6660,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM60,MPA,BLA,400,40,H6661,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM60,MPA,BLA,240,24,,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM60,MPA,CNY,400,40,H6662,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM60,MPA,BLA,440,44,H6663,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM60,MPA,BLA,420,42,H6664,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,LCD,550,55,H6589,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,LCD,650,65,H6590,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,CPR,0,,,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,YLE,620,62,H6591,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,BLU,220,22,,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,CPR,0,,H6592,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,QBK,440,44,H6594,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,VER,520,52,H6595,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,CPR,440,44,H6596,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,LCD,640,64,H6597,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,QBK,430,43,H6598,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,VER,520,52,H6600,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,YLE,520,52,H6599,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,DEA,220,22,,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM64,MPA,QBK,450,45,H6601,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,YTL,270,27,H6602,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,VER,490,49,H6603,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,BLA,460,46,H6604,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,VER,500,50,H6606,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,300,30,H6605,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,CNY,550,55,H6609,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,340,34,H6610,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,BLA,470,47,H6611,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,LCD,810,81,H6607,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,LCD,1010,101,H6608,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,300,30,H6612,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,260,26,H6613,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,CPR,470,47,H6614,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,KGL,400,40,H6615,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,YLE,480,48,H6616,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,BLA,440,44,H6617,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,BLA,450,45,H6618,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,290,29,H6619,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,270,27,H6620,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,290,29,H6621,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,320,32,H6622,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,320,32,H6623,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,370,37,H6624,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,390,39,H6625,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,BLA,410,41,H6626,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,340,34,H6627,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,290,29,H6628,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,300,30,H6629,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,330,33,H6630,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,300,30,H6631,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,270,27,H6632,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,BLA,460,46,H6634,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,300,30,H6635,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,DEA,200,20,,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,YTL,260,26,H6636,No,North,South Cape Mendocino
CM,September,9,2019,Fishy Business,CMT04_19,CM77,MPA,YTL,320,32,H6637,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,CNY,500,50,H6807,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,BLA,430,43,H6808,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,BLA,430,43,H6809,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,DEA,270,27,H6810,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,DEA,360,36,H6811,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,CBZ,550,55,H6812,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,VER,510,51,H6813,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,BLA,480,48,H6814,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,BLA,440,44,H6816,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM55,MPA,LCD,0,,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,DEA,290,29,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,YLE,560,56,H6792,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,VER,520,52,H6793,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,420,42,H6794,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,430,43,H6795,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,420,42,H6796,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,380,38,H6797,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,470,47,H6798,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,430,43,H6799,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,360,36,H6800,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,430,43,H6801,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,BLA,420,42,H6802,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,LCD,740,74,H6803,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,DEA,390,39,H6804,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,DEA,320,32,H6805,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,KGL,370,37,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM57,MPA,CNY,350,35,H6806,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,310,31,H6741,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,430,43,H6739,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,480,48,H6740,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,350,35,H6742,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,YLE,0,,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,310,31,H6743,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,310,31,H6744,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,330,33,H6745,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,280,28,H6746,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,470,47,H6747,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,370,37,H6748,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,290,29,H6749,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,360,36,H6750,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,290,29,H6751,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,260,26,H6752,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,310,31,H6753,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,320,32,H6754,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,430,43,H6755,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,270,27,H6756,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,300,30,H6757,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,360,36,H6758,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,380,38,H6759,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,290,29,H6760,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,320,32,H6761,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,320,32,H6762,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,390,39,H6763,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,290,29,H6764,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,460,46,H6765,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,LCD,660,66,H6766,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,310,31,H6767,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,460,46,H6768,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,OLV,400,40,H6769,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,OLV,420,42,H6770,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,OLV,0,,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,440,44,H6771,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,440,44,H6772,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,460,46,H6773,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,450,45,H6774,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,480,48,H6775,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,430,43,H6776,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,460,46,H6777,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,QBK,460,46,H6778,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,QBK,410,41,H6779,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,VER,520,52,H6782,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,VER,500,50,H6781,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,VER,480,48,H6780,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,200,20,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,400,40,H6783,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,YTL,280,28,H6784,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,400,40,H6785,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,280,28,H6786,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,DEA,230,23,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLA,480,48,H6787,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,YTL,230,23,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,QBK,420,42,H6788,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,VER,450,45,H6789,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,BLU,200,20,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,YTL,270,27,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM67,MPA,OLV,360,36,H6790,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,LCD,650,65,H6697,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,240,24,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CPR,510,51,H6698,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,KGL,320,32,H6699,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,350,35,H6700,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,YTL,330,33,H6701,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,QBK,390,39,H6702,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,400,40,H6703,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,290,29,H6704,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,350,35,H6705,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,260,26,H6706,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,YTL,220,22,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,YTL,230,23,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,320,32,H6707,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,240,24,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,240,24,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,LCD,330,33,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,310,31,H6708,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,280,28,H6709,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,270,27,H6710,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,230,23,,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,260,26,H6711,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,300,30,H6712,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,290,29,H6713,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,280,28,H6714,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,QBK,410,41,H6715,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,QBK,450,45,H6716,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CPR,350,35,H6717,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,340,34,H6718,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CPR,360,36,H6719,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,PSL,440,44,H6720,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,420,42,H6721,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,390,39,H6722,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,560,56,H6723,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,540,54,H6724,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,510,51,H6726,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,280,28,H6727,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,390,39,H6728,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,320,32,H6729,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,430,43,H6730,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,400,40,H6731,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,340,34,H6732,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,380,38,H6733,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,360,36,H6734,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,450,45,H6735,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,380,38,H6736,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,310,31,H6737,No,North,South Cape Mendocino
CM,September,22,2019,Fishy Business,CMT06_19,CM72,MPA,CNY,510,51,H6738,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,CNY,320,32,H8040,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,460,46,H8041,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,390,39,H8042,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,0,,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,0,,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,420,42,H8043,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,380,38,H8044,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,480,48,H8045,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,470,47,H8046,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,430,43,H8047,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,400,40,H8048,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,430,43,H8049,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,480,48,H8050,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,420,42,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,410,41,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,YTL,280,28,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,420,42,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,460,46,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,YTL,360,36,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,YTL,360,36,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,420,42,,No,North,South Cape Mendocino
CM,October,8,2021,Fishy Business,CMT06_21,CM57,MPA,BLA,410,41,,No,North,South Cape Mendocino
