area,month,day,year,vessel,trip,cell,site,species,length_mm,length_cm,tag,retained,region,name
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,220,22,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,210,21,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,260,26,43713,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,290,29,43712,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,310,31,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,270,27,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,260,26,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,240,24,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,210,21,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,YTL,250,25,43711,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,310,31,43710,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,300,30,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,250,25,43709,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,270,27,43708,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,330,33,43707,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,230,23,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,290,29,43706,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,260,26,43705,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,300,30,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,VER,400,40,43726,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,230,23,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,300,30,43704,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,OLV,300,30,43703,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,280,28,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,210,21,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,320,32,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,180,18,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,300,30,43727,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,290,29,43728,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,310,31,43729,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,CHN,270,27,43730,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,280,28,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,LCD,600,60,43702,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BAY,300,30,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,280,28,43750,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,240,24,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,210,21,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,220,22,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,290,29,43700,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,320,32,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,300,30,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,290,29,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,250,25,43751,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,290,29,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,300,30,43736,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,220,22,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,310,31,43737,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,CHN,300,30,43752,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,170,17,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,260,26,43753,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,GPR,260,26,43754,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLA,290,29,,No,Central,Año Nuevo
AN,August,24,2021,Huli Cat,ANT06_21,AN03,REF,BLU,170,17,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,350,35,42471,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,42474,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,200,20,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,310,31,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,370,37,42470,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,330,33,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,320,32,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,330,33,42469,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,370,37,42468,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,230,23,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,320,32,42467,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLU,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,290,29,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,220,22,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,290,29,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,330,33,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,310,31,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,CHN,250,25,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,210,21,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,290,29,42466,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,330,33,42465,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,130,13,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLA,260,26,42464,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN01,REF,BLU,230,23,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,LCD,770,77,42424,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,320,32,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,310,31,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,290,29,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,230,23,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,220,22,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,200,20,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,310,31,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,260,26,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,220,22,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,CNY,340,34,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BWN,350,35,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,290,29,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,340,34,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,290,29,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,290,29,42423,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,290,29,42473,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLA,290,29,42472,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,220,22,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,230,23,,No,Central,Año Nuevo
AN,September,1,2020,Huli Cat,ANT04_20,AN05,REF,BLU,180,18,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,150,15,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,220,22,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,290,29,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,GPR,230,23,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,270,27,42521,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,290,29,42446,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,340,34,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,390,39,42447,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,290,29,42448,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,280,28,42520,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,290,29,42449,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,290,29,42519,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,290,29,42518,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,230,23,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,VER,490,49,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,GPR,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,290,29,42517,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,300,30,42516,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,300,30,42515,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,300,30,42514,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,300,30,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,GPR,250,25,42513,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,280,28,42512,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,300,30,42511,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,360,36,42510,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,290,29,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,220,22,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,GPR,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,290,29,42509,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,230,23,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,GPR,260,26,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,310,31,42508,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,330,33,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,310,31,42506,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,300,30,42505,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,CHN,320,32,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,230,23,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN02,REF,BLU,190,19,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,290,29,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,YTL,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,230,23,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,260,26,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,210,21,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,310,31,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,YTL,190,19,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,370,37,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BWN,370,37,42451,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BWN,390,39,42438,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,160,16,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,190,19,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,CHN,320,32,42439,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,YTL,220,22,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,330,33,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,220,22,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,CHN,290,29,42436,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,300,30,42440,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,260,26,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BWN,350,35,42441,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,YTL,200,20,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BWN,290,29,42442,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,VER,430,43,42524,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,430,43,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,230,23,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,250,25,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,370,37,42523,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,YTL,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,YTL,300,30,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,VER,390,39,42443,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,LCD,760,76,42522,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,270,27,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BWN,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,260,26,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,300,30,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,320,32,42444,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLU,280,28,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,GPR,210,21,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,BLA,330,33,,No,Central,Año Nuevo
AN,September,2,2020,Huli Cat,ANT05_20,AN08,REF,LCD,760,76,42445,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BWN,310,31,42557,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,330,33,42556,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,210,21,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,HAL,700,70,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,CHN,340,34,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,260,26,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,270,27,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,290,29,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,YTL,260,26,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,YTL,290,29,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,GPR,280,28,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLU,120,12,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,270,27,42562,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,CNY,250,25,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,CHN,300,30,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,CNY,340,34,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,240,24,,No,Central,Año Nuevo
AN,September,3,2020,Huli Cat,ANT06_20,AN04,REF,BLA,260,26,,No,Central,Año Nuevo
